name,latitude,longitude,country_code
Cruzália,-22.73556,-50.79361,BR
Crucilândia,-20.38389,-44.33694,BR
Cromínia,-17.28667,-49.38139,BR
Crixás,-14.54889,-49.96917,BR
Cristinápolis,-11.47556,-37.75528,BR
Cristina,-22.21194,-45.26417,BR
Cristianópolis,-17.19917,-48.70583,BR
Cristiano Otoni,-20.83222,-43.80556,BR
Cristalina,-16.76769,-47.6153,BR
Cristália,-16.71781,-42.86584,BR
Cristalândia,-10.60028,-49.19306,BR
Cristais,-20.87556,-45.51861,BR
Crissiumal,-27.49972,-54.10111,BR
Crisópolis,-11.51056,-38.15,BR
Crisólita,-17.23722,-40.91194,BR
Criciúma,-28.6775,-49.36972,BR
Cravinhos,-21.34028,-47.72944,BR
Coxim,-18.50667,-54.76,BR
Coxilha,-28.12722,-52.29611,BR
Couto de Magalhães de Minas,-18.07401,-43.47329,BR
Cotiporã,-28.99444,-51.69583,BR
Cotia,-23.60389,-46.91917,BR
Cotegipe,-12.02833,-44.25778,BR
Costa Rica,-23.41667,-54.65,BR
Cosmorama,-20.47778,-49.77778,BR
Cosmópolis,-22.64583,-47.19611,BR
Candói,-25.57056,-52.0512,BR
Colinas,-29.38933,-51.86929,BR
Coruripe,-10.12556,-36.17556,BR
Corupá,-26.42528,-49.24306,BR
Corumbataí,-22.22,-47.62583,BR
Corumbaíba,-18.1425,-48.56139,BR
Corumbá de Goiás,-15.92361,-48.80861,BR
Corumbá,-19.00917,-57.65333,BR
Correntina,-13.34333,-44.63667,BR
Corrente,-10.44333,-45.16222,BR
Correia Pinto,-27.58472,-50.36111,BR
Córrego Novo,-19.83194,-42.39639,BR
Córrego Fundo,-20.44917,-45.555,BR
Córrego do Bom Jesus,-22.63028,-46.02,BR
Córrego do Ouro,-16.29389,-50.54806,BR
Córrego Danta,-19.82361,-45.90444,BR
Coronel Vivida,-25.97972,-52.56778,BR
Coronel Pilar,-29.27222,-51.68583,BR
Passos Maia,-26.78026,-52.0606,BR
Coronel Pacheco,-21.58778,-43.26556,BR
Coronel Murta,-16.61889,-42.18222,BR
Coronel Martins,-26.51222,-52.66917,BR
Coronel Macedo,-23.63111,-49.31361,BR
Coronel Freitas,-26.90861,-52.70306,BR
Coronel Fabriciano,-19.51861,-42.62889,BR
Coronel Bicaco,-27.71556,-53.70139,BR
Coronel Barros,-28.38306,-54.06556,BR
Coromandel,-18.47333,-47.20028,BR
Coronel Xavier Chaves,-21.02444,-44.2233,BR
Coroados,-21.35194,-50.28139,BR
Coroaci,-18.62194,-42.28583,BR
Cornélio Procópio,-23.18111,-50.64667,BR
Corinto,-18.38083,-44.45639,BR
Coribe,-13.82917,-44.45444,BR
Corguinho,-19.83167,-54.82944,BR
Cordisburgo,-19.125,-44.32083,BR
Cordeirópolis,-22.48194,-47.45667,BR
Cordeiro,-22.02861,-42.36083,BR
Corbélia,-24.79889,-53.30667,BR
Coração de Maria,-12.23333,-38.75,BR
Coração de Jesus,-16.68528,-44.365,BR
Coqueiros do Sul,-28.11875,-52.78185,BR
Coqueiral,-21.18944,-45.44056,BR
Contendas do Sincorá,-13.76278,-41.04111,BR
Contenda,-25.67916,-49.53718,BR
Contagem,-19.93167,-44.05361,BR
Constantina,-27.73472,-52.99222,BR
Consolação,-22.55139,-45.92111,BR
Conselheiro Pena,-19.17222,-41.47222,BR
Conselheiro Mairinck,-23.62972,-50.16861,BR
Conselheiro Lafaiete,-20.66028,-43.78611,BR
Conquista,-19.93722,-47.54167,BR
Congonhinhas,-23.55111,-50.55361,BR
Congonhas do Norte,-18.80722,-43.68139,BR
Congonhas,-20.50525,-43.8588,BR
Congonhal,-22.15278,-46.03944,BR
Confins,-19.6325,-43.98278,BR
Cônego Marinho,-15.29417,-44.41806,BR
Condor,-28.20778,-53.48722,BR
Condeúba,-14.89528,-41.96861,BR
Conde,-11.81361,-37.61056,BR
Concórdia,-27.23417,-52.02778,BR
Conchas,-23.01528,-48.01056,BR
Conchal,-22.33028,-47.1725,BR
Conceição dos Ouros,-22.41306,-45.79806,BR
Conceição do Rio Verde,-21.88083,-45.08528,BR
Conceição do Pará,-19.75306,-44.89667,BR
Conceição do Tocantins,-12.21861,-47.29833,BR
Rio da Conceição,-11.40028,-46.88333,BR
Conceição do Mato Dentro,-19.03722,-43.425,BR
Conceição do Coité,-11.56389,-39.28278,BR
Conceição do Castelo,-20.36833,-41.24389,BR
Conceição do Almeida,-12.77944,-39.17,BR
Conceição de Macabu,-22.08528,-41.86833,BR
Conceição do Jacuípe,-12.31667,-38.76667,BR
Conceição de Ipanema,-19.92806,-41.69389,BR
Conceição das Alagoas,-19.91472,-48.38833,BR
Conceição das Pedras,-22.16,-45.45472,BR
Conceição da Feira,-12.50583,-38.99861,BR
Conceição da Barra,-18.59333,-39.73222,BR
Conceição da Aparecida,-21.09417,-46.20444,BR
Vera Cruz,-12.96028,-38.60861,BR
Comercinho,-16.29611,-41.79333,BR
Comendador Gomes,-19.69833,-49.08056,BR
Coluna,-18.23389,-42.84028,BR
Colorado,-28.52389,-52.99417,BR
Colorado,-22.8375,-51.97306,BR
Colombo,-25.29167,-49.22417,BR
Colômbia,-20.17583,-48.68889,BR
Colinas do Sul,-14.1538,-48.07353,BR
Colina,-20.71333,-48.54083,BR
Colatina,-19.53944,-40.63056,BR
Coimbra,-20.85667,-42.80278,BR
Cocos,-14.18389,-44.53444,BR
Victor Graeff,-28.56174,-52.74653,BR
Cocalinho,-14.39722,-50.99583,BR
Cocal do Sul,-28.59914,-49.32334,BR
Coaraci,-14.64083,-39.55111,BR
Clevelândia,-26.40471,-52.35106,BR
Clementina,-21.55972,-50.44917,BR
Cláudio,-20.44333,-44.76583,BR
Claro dos Poções,-17.07972,-44.20861,BR
Claraval,-20.4014,-47.28499,BR
Ciríaco,-28.34361,-51.87639,BR
Cipotânea,-20.90528,-43.36556,BR
Cipó,-11.09972,-38.51361,BR
Cidreira,-30.18111,-50.20556,BR
Cidade Gaúcha,-23.38028,-52.94472,BR
Cícero Dantas,-10.6,-38.38333,BR
Cianorte,-23.66333,-52.605,BR
Chuí,-33.69111,-53.45667,BR
Chopinzinho,-25.85583,-52.52333,BR
Chiapetta,-27.92278,-53.94139,BR
Chiador,-22.0025,-43.05778,BR
Nova Xavantina,-14.66429,-52.35859,BR
Charrua,-27.95222,-52.015,BR
Charqueadas,-29.95472,-51.62528,BR
Charqueada,-22.50972,-47.77806,BR
Doutor Camargo,-23.55583,-52.21806,BR
Chapecó,-27.09639,-52.61833,BR
Chapada dos Guimarães,-15.46056,-55.74972,BR
Chapada,-28.05528,-53.06778,BR
Chapada do Norte,-17.09295,-42.54134,BR
Chapada da Natividade,-11.61258,-47.74987,BR
Jussara,-11.04404,-41.97102,BR
Chalé,-20.04361,-41.68778,BR
Chácara,-21.67222,-43.22167,BR
Céu Azul,-25.14667,-53.84861,BR
Cesário Lange,-23.22667,-47.95306,BR
Cerro Negro,-27.79528,-50.87583,BR
Cerro Largo,-28.14861,-54.73806,BR
Cerro Grande do Sul,-30.59722,-51.75121,BR
Cerro Branco,-29.65444,-52.93361,BR
Cerro Azul,-24.82361,-49.26111,BR
Cerrito,-31.85639,-52.81278,BR
Cerquilho,-23.165,-47.74361,BR
Cerqueira César,-23.03556,-49.16611,BR
Ceres,-15.30833,-49.59833,BR
Centralina,-18.58389,-49.19944,BR
Central de Minas,-18.76194,-41.30639,BR
Central,-11.13556,-42.11278,BR
Centenário do Sul,-22.82111,-51.59528,BR
Centenário,-27.76139,-51.99889,BR
Celso Ramos,-27.63444,-51.33639,BR
Ceilândia,-15.8091,-48.13096,BR
Cedro do Abaeté,-19.14833,-45.71139,BR
Cedro de São João,-10.25167,-36.88444,BR
Cedral,-20.90278,-49.26833,BR
Caxias do Sul,-29.16806,-51.17944,BR
Caxambu do Sul,-27.16027,-52.88094,BR
Caxambu,-21.97722,-44.9325,BR
Cavalcante,-13.7975,-47.45833,BR
Caturama,-13.32944,-42.29056,BR
Caturaí,-16.44694,-49.49389,BR
Catuípe,-28.25,-54.01167,BR
Catuji,-17.29944,-41.51694,BR
Catu,-12.35306,-38.37889,BR
Cristalândia do Piauí,-10.6511,-45.18605,BR
São Sebastião da Vargem Alegre,-21.07178,-42.63785,BR
Catiguá,-21.04944,-49.05833,BR
Catas Altas da Noruega,-20.69,-43.4975,BR
Catas Altas,-20.07472,-43.4075,BR
Catanduvas,-27.07056,-51.66167,BR
Catanduvas,-25.20306,-53.15667,BR
Catanduva,-21.13778,-48.97278,BR
Catalão,-18.16583,-47.94639,BR
Cataguases,-21.38917,-42.69667,BR
Castro Alves,-12.76556,-39.42833,BR
Castro,-24.78927,-50.01225,BR
Castilho,-20.87222,-51.4875,BR
Nova Castilho,-20.76439,-50.34284,BR
Castelo,-20.60361,-41.18472,BR
Conceição da Barra de Minas,-21.1287,-44.47304,BR
Cassilândia,-19.11333,-51.73417,BR
Cássia dos Coqueiros,-21.28278,-47.16972,BR
Cássia,-20.58306,-46.92194,BR
Casimiro de Abreu,-22.48056,-42.20417,BR
Caseiros,-28.26861,-51.68972,BR
Cascavel,-24.95583,-53.45528,BR
Cascalho Rico,-18.57639,-47.87722,BR
Casca,-28.56111,-51.97833,BR
Casa Grande,-20.79278,-43.93028,BR
Serra Azul de Minas,-18.36343,-43.16996,BR
Casa Branca,-21.77389,-47.08639,BR
Carvalhos,-22.00111,-44.46139,BR
Carrancas,-21.4875,-44.6425,BR
Carmópolis de Minas,-20.54139,-44.635,BR
Carmópolis,-10.64806,-36.98889,BR
Carmo do Rio Verde,-15.35361,-49.7075,BR
Carmo do Rio Claro,-20.97194,-46.11889,BR
Carmo do Paranaíba,-19.00083,-46.31611,BR
Carmo do Cajuru,-20.18417,-44.77111,BR
Carmo de Minas,-22.12222,-45.12917,BR
Carmo da Mata,-20.55778,-44.87056,BR
Carmo da Cachoeira,-21.46083,-45.22361,BR
Carmo,-21.93361,-42.60861,BR
Carmésia,-19.08889,-43.14167,BR
Carlos Gomes,-27.71778,-51.91361,BR
Carlos Chagas,-17.70306,-40.76639,BR
Carlos Barbosa,-29.2975,-51.50361,BR
Carlópolis,-23.425,-49.72083,BR
Cariri do Tocantins,-11.89083,-49.16111,BR
Carira,-10.36083,-37.70111,BR
Carinhanha,-14.30472,-43.765,BR
Cariacica,-20.26389,-40.42,BR
Careaçu,-22.04306,-45.69917,BR
Cardoso Moreira,-21.48833,-41.61556,BR
Cardoso,-20.08194,-49.91417,BR
Cardeal da Silva,-11.94167,-37.94861,BR
Carbonita,-17.52694,-43.01583,BR
Carazinho,-28.28389,-52.78639,BR
Caravelas,-17.71255,-39.24814,BR
Caratinga,-19.78972,-42.13917,BR
Caarapó,-22.63417,-54.82222,BR
Carapicuíba,-23.52272,-46.835,BR
Carapebus,-22.18722,-41.66111,BR
Carangola,-20.73306,-42.02944,BR
Carandaí,-20.95361,-43.80639,BR
Caranaíba,-20.87583,-43.73917,BR
Carambeí,-24.9526,-50.1159,BR
Caraíbas,-14.72583,-41.25917,BR
Caraí,-17.18889,-41.69472,BR
Caraguatatuba,-23.62028,-45.41306,BR
Caracol,-22.01389,-57.02444,BR
Caraá,-29.79,-50.435,BR
Caputira,-20.17194,-42.27056,BR
Capivari,-22.995,-47.50778,BR
Capitólio,-20.61528,-46.05,BR
Capinzal,-27.34361,-51.61194,BR
Capinópolis,-18.68194,-49.56972,BR
Capim Grosso,-11.38111,-40.01278,BR
Capim Branco,-19.54889,-44.11667,BR
Capetinga,-20.61639,-47.05361,BR
Capelinha,-17.69139,-42.51583,BR
Capela Nova,-20.92306,-43.61778,BR
Capela do Alto Alegre,-11.66806,-39.83778,BR
Capela do Alto,-23.47056,-47.73472,BR
Capela de Santana,-29.7,-51.32472,BR
Capela,-10.50333,-37.05278,BR
Alto Caparaó,-20.44448,-41.87128,BR
Caparaó,-20.52306,-41.90444,BR
Santa Fé de Minas,-16.69453,-45.41321,BR
Capão do Leão,-31.76333,-52.48389,BR
Capão da Canoa,-29.74556,-50.00972,BR
Capão Bonito do Sul,-28.12667,-51.39389,BR
Capão Bonito,-24.00583,-48.34944,BR
Capão Alto,-27.93694,-50.51194,BR
Capanema,-25.67194,-53.80889,BR
Canudos do Vale,-29.32264,-52.23782,BR
Cantagalo,-25.37444,-52.12639,BR
Cantagalo,-21.98111,-42.36806,BR
Cantagalo,-18.52583,-42.62694,BR
Cansanção,-10.66722,-39.49917,BR
Canoinhas,-26.17722,-50.39,BR
Canoas,-29.91778,-51.18361,BR
Canitar,-23.00639,-49.78333,BR
Canhoba,-10.13833,-36.98472,BR
Canguçu,-31.395,-52.67556,BR
Canelinha,-27.265,-48.76778,BR
Canela,-29.35622,-50.81357,BR
Candiota,-31.55806,-53.6725,BR
Cândido Rodrigues,-21.32528,-48.63083,BR
Cândido Mota,-22.74639,-50.38694,BR
Cândido Godói,-27.95194,-54.75194,BR
Cândido de Abreu,-24.56694,-51.33333,BR
Candiba,-14.41083,-42.86722,BR
Candelária,-29.66917,-52.78889,BR
Nova Candelária,-27.61054,-54.10618,BR
Candeias,-20.76694,-45.27639,BR
Candeias,-12.66778,-38.55056,BR
Candeal,-11.80806,-39.11917,BR
Canavieiras,-15.675,-38.94722,BR
Cana Verde,-21.02083,-45.18194,BR
Canas,-22.70361,-45.05528,BR
Canarana,-11.68472,-41.76889,BR
Canápolis,-18.725,-49.20444,BR
Cananéia,-25.01472,-47.92667,BR
João Dourado,-11.34484,-41.66317,BR
Carvalhópolis,-21.77851,-45.84103,BR
Canaã,-20.68583,-42.61972,BR
Campo Verde,-20.41667,-54.06667,BR
Campos Novos Paulista,-22.60306,-50.0025,BR
Campos Novos,-27.40167,-51.225,BR
Campos Gerais,-21.235,-45.75861,BR
Campos do Jordão,-22.73944,-45.59139,BR
Campos Borges,-28.88611,-52.99861,BR
Campos Belos,-13.03667,-46.77167,BR
Campos Altos,-19.69611,-46.17139,BR
Campos dos Goytacazes,-21.75227,-41.33044,BR
Campo Novo,-27.67528,-53.80333,BR
Quedas do Iguaçu,-25.45303,-52.90464,BR
Campo Mourão,-24.04309,-52.37929,BR
Campo Magro,-25.36861,-49.45139,BR
Campo Limpo,-23.63634,-46.76565,BR
Campo Limpo Paulista,-23.20554,-46.7838,BR
Campo Limpo de Goiás,-16.29345,-49.09083,BR
Campo Largo,-25.45955,-49.53014,BR
Campo Grande,-20.44278,-54.64639,BR
Campo Grande,-10.23333,-36.5,BR
Campo Formoso,-10.5075,-40.32139,BR
Campo Florido,-19.76056,-48.57222,BR
Campo Erê,-26.39417,-53.07806,BR
Campo do Tenente,-25.97806,-49.68278,BR
Campo do Meio,-21.10667,-45.83028,BR
Campo do Brito,-10.73333,-37.49333,BR
Campo Bonito,-25.03111,-52.9925,BR
Campo Bom,-29.67889,-51.05333,BR
Campo Belo do Sul,-27.89917,-50.76083,BR
Campo Belo,-20.89722,-45.27722,BR
Campo Azul,-16.50361,-44.81056,BR
Campo Alegre de Goiás,-17.63306,-47.77833,BR
Campo Alegre,-26.1925,-49.26556,BR
Campinorte,-14.31139,-49.15111,BR
Campina Verde,-19.53791,-49.48813,BR
Campinas do Sul,-27.71583,-52.6275,BR
Campinas,-22.90556,-47.06083,BR
Campina Grande do Sul,-25.30556,-49.05528,BR
Campina do Monte Alegre,-23.59194,-48.47722,BR
Campina da Lagoa,-24.59167,-52.79889,BR
Campina das Missões,-27.99109,-54.84053,BR
Campina do Simão,-25.10785,-51.80833,BR
Campestre,-21.71111,-46.24639,BR
Campanha,-21.83611,-45.40056,BR
Campanário,-18.23727,-41.7262,BR
Cambuquira,-21.85222,-45.29583,BR
Cambuí,-22.61222,-46.0575,BR
Cambuci,-21.57528,-41.91111,BR
Camboriú,-27.02528,-48.65444,BR
Cambira,-23.60078,-51.58034,BR
Cambé,-23.27583,-51.27833,BR
Cambará do Sul,-29.04758,-50.14302,BR
Cambará,-23.04639,-50.07361,BR
Camargo,-28.58722,-52.20194,BR
Camaquã,-30.85111,-51.81222,BR
Camapuã,-19.53139,-54.04389,BR
Camanducaia,-22.75528,-46.14472,BR
Camamu,-13.94697,-39.10257,BR
Camacho,-20.62528,-45.15667,BR
Camaçari,-12.6975,-38.32417,BR
Camacan,-15.41917,-39.49583,BR
Calmon,-26.59972,-51.09722,BR
Califórnia,-23.66705,-51.35563,BR
Caldeirão Grande,-11.02,-40.30278,BR
Caldas Novas,-17.74431,-48.62789,BR
Caldas,-21.92361,-46.38611,BR
Cajuru,-21.27528,-47.30417,BR
Cajuri,-20.79056,-42.79667,BR
Cajobi,-20.87972,-48.80944,BR
Cajati,-24.73611,-48.12278,BR
Cajamar,-23.35611,-46.87694,BR
Caiuá,-21.83167,-51.99833,BR
Cairu,-13.48694,-39.04389,BR
Caieiras,-23.36417,-46.74056,BR
Caiçara,-27.27444,-53.43222,BR
Caibaté,-28.28778,-54.63833,BR
Caiapônia,-16.95667,-51.81028,BR
Caiana,-20.69556,-41.925,BR
Caiabu,-22.01222,-51.23556,BR
Cafelândia,-24.61778,-53.32,BR
Cafelândia,-21.8025,-49.61,BR
Cafeara,-22.7925,-51.71611,BR
Capitão Andrade,-19.07121,-41.86389,BR
Cafarnaum,-11.69361,-41.46833,BR
Caetité,-14.06944,-42.475,BR
Caeté,-19.88,-43.66972,BR
Caetanópolis,-19.29528,-44.41861,BR
Caém,-11.09206,-40.43521,BR
Boa Vista do Cadeado,-28.57749,-53.81383,BR
Caculé,-14.50333,-42.22222,BR
Caçu,-18.55667,-51.13083,BR
Caconde,-21.52944,-46.64389,BR
Cacique Doble,-27.77028,-51.66028,BR
Cachoeiro de Itapemirim,-20.84889,-41.11278,BR
Cachoeirinha,-29.95111,-51.09389,BR
Cachoeiras de Macacu,-22.4625,-42.65306,BR
Cachoeira Paulista,-22.665,-45.00944,BR
Cachoeira Dourada,-18.49167,-49.475,BR
Cachoeira Dourada,-18.515,-49.50139,BR
Cachoeira do Sul,-30.03917,-52.89389,BR
Cachoeira de Minas,-22.355,-45.77889,BR
Cachoeira da Prata,-19.52424,-44.45306,BR
Cachoeira de Goiás,-16.66778,-50.64694,BR
Cachoeira Alta,-18.76333,-50.94167,BR
Cachoeira,-12.60139,-38.96576,BR
Cáceres,-16.07056,-57.67889,BR
Cacequi,-29.88361,-54.825,BR
Caçapava do Sul,-30.51436,-53.48496,BR
Caçapava,-23.10083,-45.70694,BR
Caçador,-26.77528,-51.015,BR
Cabreúva,-23.3075,-47.13278,BR
Cabrália Paulista,-22.45556,-49.3375,BR
Cabo Verde,-21.47194,-46.39611,BR
Cabo Frio,-22.88717,-42.02622,BR
Cabeceiras,-15.80056,-46.92667,BR
Governador Mangabeira,-12.60044,-39.04178,BR
Cabaceiras do Paraguaçu,-12.53556,-39.19083,BR
Caatiba,-14.97667,-40.4075,BR
Butiá,-30.11972,-51.96222,BR
Cristópolis,-12.23564,-44.41649,BR
Buritizeiro,-17.35111,-44.96222,BR
Buritizal,-20.19111,-47.70833,BR
Buritis,-15.61778,-46.42333,BR
Buritirama,-10.70778,-43.63056,BR
Buriti Alegre,-18.14,-49.04028,BR
Buritama,-21.06611,-50.14722,BR
Buri,-23.7975,-48.59278,BR
Boquim,-11.14694,-37.62056,BR
Bugre,-19.42611,-42.24444,BR
Buerarema,-14.95944,-39.29972,BR
Buenópolis,-17.87333,-44.18,BR
Bueno Brandão,-22.44083,-46.35083,BR
Brusque,-27.09795,-48.91281,BR
Brumado,-14.20361,-41.66528,BR
Brumadinho,-20.14333,-44.19972,BR
Brotas de Macaúbas,-11.99889,-42.62583,BR
Brotas,-22.28417,-48.12667,BR
Brodowski,-20.99139,-47.65861,BR
Brochier,-29.54528,-51.58611,BR
Britânia,-15.24111,-51.16056,BR
Brejolândia,-12.48563,-43.96099,BR
Brejo Grande,-10.42944,-36.46611,BR
Brejões,-13.10444,-39.79583,BR
Brejo Alegre,-21.16639,-50.18528,BR
Brejinho de Nazaré,-11.0,-48.56556,BR
Brejetuba,-20.14611,-41.29028,BR
Brazópolis,-22.47361,-45.6075,BR
Braúnas,-19.05583,-42.71556,BR
Braúna,-21.49917,-50.31556,BR
Brás Pires,-20.92056,-43.24222,BR
Brazlândia,-15.67941,-48.19667,BR
Brasília de Minas,-16.20639,-44.43333,BR
Brasília,-15.77972,-47.92972,BR
Brazabrantes,-16.43056,-49.38917,BR
Brás,-23.55,-46.61667,BR
Bragança Paulista,-22.9527,-46.54418,BR
Braga,-27.61389,-53.73944,BR
Braço do Trombudo,-27.35778,-49.88556,BR
Braço do Norte,-28.275,-49.16556,BR
Botuverá,-27.19944,-49.07472,BR
Botuporã,-13.38167,-42.5225,BR
Botumirim,-16.86143,-43.01026,BR
Botucatu,-22.88583,-48.445,BR
Botelhos,-21.63333,-46.395,BR
Bossoroca,-28.73,-54.90028,BR
Borrazópolis,-23.94111,-51.5875,BR
Borebi,-22.56944,-48.97111,BR
Holambra,-22.63306,-47.05556,BR
Borda da Mata,-22.27417,-46.16528,BR
Borborema,-21.61972,-49.07361,BR
Boracéia,-22.19306,-48.77889,BR
Boquira,-12.82306,-42.73056,BR
Boqueirão do Leão,-29.30389,-52.42944,BR
Bonito,-21.12111,-56.48194,BR
Bonito de Minas,-15.32254,-44.75744,BR
Bonito,-11.96944,-41.26583,BR
Boninal,-12.70167,-41.8275,BR
Bonfinópolis,-16.61778,-48.96333,BR
Bonfim,-20.32667,-44.23861,BR
Bom Sucesso do Sul,-26.07488,-52.83385,BR
Bom Sucesso,-23.70972,-51.76444,BR
Bom Sucesso,-21.03306,-44.75806,BR
Bom Retiro do Sul,-29.60889,-51.94306,BR
Bom Retiro,-23.52508,-46.63889,BR
Bom Retiro,-27.79934,-49.4895,BR
Bom Repouso,-22.47111,-46.145,BR
Bom Princípio,-29.48889,-51.35333,BR
Bom Jesus dos Perdões,-23.135,-46.46528,BR
Bom Jesus do Norte,-21.13222,-41.67667,BR
Bom Jesus do Itabapoana,-21.13389,-41.67972,BR
Bom Jesus do Galho,-19.82889,-42.31611,BR
Bom Jesus do Sul,-26.19285,-53.59953,BR
Bom Jesus do Amparo,-19.70361,-43.47361,BR
Bom Jesus da Serra,-14.37361,-40.50528,BR
Bom Jesus da Penha,-21.01694,-46.5225,BR
Bom Jesus da Lapa,-13.255,-43.41806,BR
Bom Jesus,-28.66778,-50.41667,BR
Bom Jesus,-26.73389,-52.39417,BR
Bom Jesus de Goiás,-18.22047,-49.72993,BR
Bom Jardim de Minas,-21.94722,-44.19111,BR
Bom Jardim de Goiás,-16.20972,-52.17222,BR
Bom Jardim da Serra,-28.33694,-49.62472,BR
Bom Jardim,-22.15194,-42.41944,BR
Bom Despacho,-19.73639,-45.25222,BR
Boituva,-23.28333,-47.67222,BR
Bofete,-23.10222,-48.25778,BR
Bocaiúva do Sul,-25.20611,-49.115,BR
Bocaiúva,-17.10778,-43.815,BR
Bocaina do Sul,-27.74444,-49.94444,BR
Bocaina de Minas,-22.1675,-44.39472,BR
Bocaina,-22.13611,-48.51806,BR
Boa Vista do Buricá,-27.66861,-54.11,BR
Boa Ventura de São Roque,-24.88132,-51.54454,BR
Boa Nova,-14.3625,-40.2075,BR
Boa Esperança do Sul,-21.9925,-48.39083,BR
Boa Esperança,-21.09,-45.56583,BR
Boa Esperança,-18.54,-40.29583,BR
Blumenau,-26.91944,-49.06611,BR
Bituruna,-26.16139,-51.5525,BR
Biritinga,-11.61667,-38.8,BR
Biritiba Mirim,-23.5725,-46.03861,BR
Birigui,-21.28861,-50.34,BR
Biquinhas,-18.78278,-45.50222,BR
Bilac,-21.40333,-50.47056,BR
Biguaçu,-27.49417,-48.65556,BR
Wenceslau Braz,-22.53489,-45.36247,BR
Bicas,-21.72528,-43.05944,BR
Bias Fortes,-21.60611,-43.75694,BR
Betim,-19.96778,-44.19833,BR
Bertópolis,-17.06306,-40.57444,BR
Bertioga,-23.85444,-46.13861,BR
Bernardino de Campos,-23.01306,-49.47417,BR
Berilo,-16.95167,-42.46556,BR
Bento Gonçalves,-29.17139,-51.51917,BR
Bento de Abreu,-21.27056,-50.81194,BR
Benedito Novo,-26.78278,-49.36444,BR
Belo Vale,-20.40778,-44.02444,BR
Belo Oriente,-19.22,-42.48361,BR
Belo Horizonte,-19.92083,-43.93778,BR
Belo Campo,-15.03833,-41.25972,BR
Belmonte,-15.86126,-38.87982,BR
Belford Roxo,-22.76417,-43.39944,BR
Bela Vista do Toldo,-26.27333,-50.46444,BR
Bela Vista do Paraíso,-22.99667,-51.19056,BR
Bela Vista de Goiás,-16.97278,-48.95333,BR
Bela Vista,-22.10809,-56.53253,BR
Bebedouro,-20.94944,-48.47917,BR
Bauru,-22.31472,-49.06056,BR
Batatais,-20.89111,-47.585,BR
Batayporã,-22.29528,-53.27111,BR
Bataguassu,-21.71417,-52.42222,BR
Bastos,-21.92194,-50.73389,BR
Barueri,-23.51056,-46.87611,BR
Barroso,-21.18694,-43.97583,BR
Barros Cassal,-29.09333,-52.58278,BR
Barro Preto,-14.80972,-39.47139,BR
Barrocas,-11.52833,-39.07639,BR
Barro Alto,-14.97083,-48.91583,BR
Barro Alto,-11.76083,-41.91167,BR
Barrinha,-21.19361,-48.16389,BR
Barretos,-20.55722,-48.56778,BR
Barreiro do Jaíba,-15.61532,-43.59187,BR
Barreiras,-12.15278,-44.99,BR
Barra Velha,-26.63222,-48.68472,BR
Barra Mansa,-22.54417,-44.17139,BR
Barra Longa,-20.28278,-43.04111,BR
Barra do Turvo,-24.75639,-48.50472,BR
Barra dos Coqueiros,-10.90889,-37.03861,BR
Barra do Rocha,-14.2059,-39.60464,BR
Barra do Rio Azul,-27.40889,-52.40972,BR
Barra do Ribeiro,-30.29111,-51.30111,BR
Barra do Quaraí,-30.20722,-57.55472,BR
Barra do Piraí,-22.47,-43.82556,BR
Barra do Mendes,-11.81,-42.05861,BR
Barra do Jacaré,-23.115,-50.18139,BR
Barra do Garças,-15.89,-52.25667,BR
Barra do Chapéu,-24.47306,-49.02444,BR
Barra do Bugres,-15.0725,-57.18111,BR
Balneário Barra do Sul,-26.4626,-48.61319,BR
Barra de São Francisco,-18.755,-40.89083,BR
Barra da Estiva,-13.62611,-41.32694,BR
Barra do Choça,-14.88111,-40.57944,BR
Barracão,-27.67167,-51.46056,BR
Barracão,-26.25417,-53.63333,BR
Barra Bonita,-22.49472,-48.55806,BR
Barra,-11.08944,-43.14167,BR
Bariri,-22.07444,-48.74028,BR
Barbosa Ferraz,-24.03,-52.01167,BR
Barbosa,-21.26667,-49.94917,BR
Barbacena,-21.22583,-43.77361,BR
Barão do Triunfo,-30.38833,-51.73361,BR
Barão de Melgaço,-16.19444,-55.9675,BR
Barão de Cotegipe,-27.62083,-52.37972,BR
Barão de Cocais,-19.94583,-43.48722,BR
Barão de Antonina,-23.62694,-49.56139,BR
Barão,-29.37694,-51.49556,BR
Bandeirantes,-23.11,-50.3675,BR
Bandeirantes,-19.91778,-54.36389,BR
Bandeirante,-26.76861,-53.63833,BR
Bandeira do Sul,-21.72806,-46.38583,BR
Bandeira,-15.88472,-40.55944,BR
Bananal,-22.68361,-44.32333,BR
Nacip Raydan,-18.45746,-42.24948,BR
Bambuí,-20.00639,-45.97694,BR
Balsa Nova,-25.58389,-49.63556,BR
Bálsamo,-20.73528,-49.58361,BR
Balneário Rincão,-28.83208,-49.2366,BR
Balneário Camboriú,-26.99056,-48.63472,BR
Baliza,-16.19611,-52.545,BR
Balbinos,-21.89972,-49.35667,BR
Santa Helena de Minas,-16.93858,-40.68278,BR
Baixo Guandu,-19.51889,-41.01583,BR
Baixa Grande,-11.95972,-40.16806,BR
Novo Barreiro,-27.90816,-53.11218,BR
Bagé,-31.33139,-54.10694,BR
Baependi,-21.95889,-44.89,BR
Bady Bassitt,-20.91806,-49.44528,BR
