name,latitude,longitude,country_code
Sapucaia do Sul,-29.81782,-51.14551,BR
Sapucaia,-21.995,-42.91444,BR
Sapopema,-23.91083,-50.58028,BR
Sapiranga,-29.63806,-51.00694,BR
Sapeaçu,-12.7275,-39.18194,BR
São Vicente de Minas,-21.7125,-44.44417,BR
São Vicente,-23.96306,-46.39194,BR
São Vendelino,-29.36889,-51.37694,BR
São Valentim do Sul,-29.05097,-51.76791,BR
São Valentim,-27.55833,-52.52361,BR
São Thomé das Letras,-21.72222,-44.98528,BR
São Tomé,-23.53778,-52.59083,BR
São Tomás de Aquino,-20.78444,-47.09806,BR
São Tiago,-20.91306,-44.50917,BR
São Simão,-21.47917,-47.55083,BR
São Simão,-18.99111,-50.54361,BR
São Sepé,-30.16056,-53.56528,BR
São Sebastião do Rio Verde,-22.21833,-44.97611,BR
São Sebastião do Rio Preto,-19.29194,-43.17389,BR
São Sebastião do Passé,-12.5125,-38.49528,BR
São Sebastião do Paraíso,-20.91694,-46.99139,BR
São Sebastião do Maranhão,-18.08444,-42.57139,BR
São Sebastião do Caí,-29.58667,-51.37556,BR
São Sebastião do Alto,-21.95722,-42.13472,BR
São Sebastião da Grama,-21.71056,-46.82083,BR
São Sebastião da Bela Vista,-22.15917,-45.75417,BR
São Sebastião da Amoreira,-23.46528,-50.76111,BR
São Sebastião,-23.76,-45.40972,BR
São Roque,-23.52917,-47.13528,BR
São Roque do Canaã,-19.7393,-40.65784,BR
São Romão,-16.36861,-45.06944,BR
São Pedro do Turvo,-22.74694,-49.73972,BR
São Pedro do Sul,-29.62056,-54.17889,BR
São Pedro do Suaçuí,-18.36583,-42.6025,BR
São Pedro dos Ferros,-20.17028,-42.52389,BR
São Pedro do Ivaí,-23.86528,-51.85639,BR
Dom Pedro de Alcântara,-29.36944,-49.84972,BR
São Pedro de Alcântara,-27.56611,-48.80528,BR
São Pedro da União,-21.12667,-46.61528,BR
São Pedro da Cipa,-16.00056,-54.92139,BR
São Pedro da Aldeia,-22.83917,-42.10278,BR
São Pedro,-22.54861,-47.91389,BR
São Paulo,-23.5475,-46.63611,BR
São Nicolau,-28.1825,-55.26722,BR
São Miguel,-23.49417,-46.43222,BR
São Miguel do Iguaçu,-25.34806,-54.23778,BR
São Miguel d'Oeste,-26.72528,-53.51806,BR
São Miguel do Araguaia,-13.275,-50.16278,BR
São Miguel do Anta,-20.70722,-42.71889,BR
São Miguel das Missões,-28.56278,-54.55417,BR
São Miguel das Matas,-13.04778,-39.45556,BR
São Miguel Arcanjo,-23.87833,-47.99722,BR
São Miguel do Passa Quatro,-17.05747,-48.66395,BR
São Mateus do Sul,-25.87417,-50.38278,BR
São Mateus,-18.72011,-39.85891,BR
São Martinho da Serra,-29.53358,-53.85429,BR
São Martinho,-27.70722,-53.96861,BR
São Marcos,-28.97111,-51.06806,BR
São Manuel,-22.73111,-48.57056,BR
São Luiz Gonzaga,-28.40833,-54.96083,BR
São Luís do Paraitinga,-23.22167,-45.31,BR
São Luís de Montes Belos,-16.525,-50.37222,BR
São Lourenço do Sul,-31.36528,-51.97833,BR
São Lourenço do Oeste,-26.35917,-52.85111,BR
São Lourenço da Serra,-23.8525,-46.9425,BR
São Lourenço,-22.11639,-45.05444,BR
São Leopoldo,-29.76028,-51.14722,BR
São José dos Pinhais,-25.5302,-49.20836,BR
São José dos Campos,-23.17944,-45.88694,BR
São José do Vale do Rio Preto,-22.15214,-42.92335,BR
São José do Rio Preto,-20.81972,-49.37944,BR
São José do Rio Pardo,-21.59556,-46.88861,BR
São José do Ouro,-27.76944,-51.59444,BR
São José do Norte,-32.01472,-52.04167,BR
São José do Mantimento,-20.00528,-41.74472,BR
São José do Jacuri,-18.27528,-42.67028,BR
São José do Jacuípe,-11.50389,-40.02222,BR
São José do Inhacorá,-27.72472,-54.12917,BR
São José do Hortêncio,-29.53056,-51.24806,BR
São José do Goiabal,-19.92861,-42.705,BR
São José do Herval,-29.04417,-52.29528,BR
São José do Divino,-18.47861,-41.38944,BR
São José do Cerrito,-27.66306,-50.58,BR
São José do Cedro,-26.455,-53.49417,BR
São José do Calçado,-21.02528,-41.65444,BR
São José do Barreiro,-22.645,-44.57778,BR
São José do Alegre,-22.32861,-45.52639,BR
São José de Ubá,-21.3575,-41.9425,BR
São José da Varginha,-19.70972,-44.55694,BR
São José da Safira,-18.32444,-42.14333,BR
São José da Boa Vista,-23.91583,-49.65222,BR
São José da Bela Vista,-20.59306,-47.64,BR
São José da Barra,-20.71806,-46.31139,BR
São José,-28.21344,-49.16383,BR
São José das Missões,-27.77733,-53.11711,BR
São José,-27.61528,-48.6275,BR
São José da Vitória,-15.08104,-39.33832,BR
São Jorge do Ivaí,-23.43278,-52.29306,BR
São Jorge d'Oeste,-25.70556,-52.91833,BR
São Jorge,-28.50056,-51.70361,BR
São Joaquim de Bicas,-20.04917,-44.27389,BR
São Joaquim da Barra,-20.58139,-47.85472,BR
São Joaquim,-28.29389,-49.93167,BR
São João Nepomuceno,-21.54,-43.01056,BR
São João Evangelista,-18.54778,-42.76333,BR
São João do Triunfo,-25.68333,-50.29722,BR
São João do Pau d'Alho,-21.26806,-51.66583,BR
São João do Paraíso,-15.31361,-42.01444,BR
São João do Pacuí,-16.54194,-44.51611,BR
São João do Oriente,-19.33861,-42.15778,BR
São João do Manhuaçu,-20.39361,-42.15139,BR
São João do Caiuá,-22.85194,-52.33694,BR
São João de Meriti,-22.80389,-43.37222,BR
São João do Manteninha,-18.72139,-41.16028,BR
São João del Rei,-21.13556,-44.26167,BR
São João de Iracema,-20.51333,-50.35222,BR
São João da Urtiga,-27.82028,-51.8275,BR
São João das Duas Pontes,-20.38944,-50.37806,BR
São João da Ponte,-15.92917,-44.00778,BR
São João do Ivaí,-23.99376,-51.8188,BR
São João da Mata,-21.93,-45.92889,BR
São João da Lagoa,-16.85306,-44.35194,BR
São João da Boa Vista,-21.96917,-46.79806,BR
São João da Barra,-21.64028,-41.05111,BR
São João d'Aliança,-14.70556,-47.52472,BR
São João Batista do Glória,-20.64139,-46.50556,BR
São João Batista,-27.27611,-48.84944,BR
São João do Oeste,-27.09905,-53.59203,BR
São João,-25.82778,-52.72528,BR
São Jerônimo da Serra,-23.7159,-50.74147,BR
São Jerônimo,-29.95917,-51.72222,BR
São Gotardo,-19.31111,-46.04889,BR
São Gonçalo dos Campos,-12.43394,-38.95057,BR
São Gonçalo do Sapucaí,-21.89222,-45.59528,BR
São Gonçalo do Rio Abaixo,-19.82611,-43.36222,BR
São Gonçalo do Pará,-19.98278,-44.85889,BR
São Gonçalo do Abaeté,-18.33833,-45.83333,BR
São Gonçalo,-22.82694,-43.05389,BR
São Geraldo do Baixio,-18.9,-41.36,BR
São Geraldo da Piedade,-18.83611,-42.28806,BR
São Geraldo,-20.92416,-42.83462,BR
São Gabriel,-30.33639,-54.32,BR
São Gabriel da Palha,-19.01809,-40.5373,BR
São Francisco do Sul,-26.24333,-48.63806,BR
São Francisco do Glória,-20.78944,-42.2675,BR
São Francisco do Conde,-12.6275,-38.68,BR
São Francisco de Sales,-19.86278,-49.77417,BR
São Francisco de Paula,-29.44806,-50.58361,BR
São Francisco de Paula,-20.71,-44.98528,BR
São Francisco de Goiás,-15.93056,-49.26111,BR
São Francisco de Assis,-29.55028,-55.13111,BR
São Francisco,-15.94861,-44.86444,BR
São Francisco,-10.33333,-36.88778,BR
São Felipe,-12.84722,-39.08944,BR
São Fidélis,-21.64611,-41.74694,BR
São Félix de Minas,-18.59078,-41.488,BR
São Félix,-12.60472,-38.97222,BR
São Felipe,-14.84011,-41.39483,BR
São Domingos do Sul,-28.53083,-51.88778,BR
São Domingos do Prata,-19.865,-42.96833,BR
São Domingos,-26.55806,-52.53167,BR
São Domingos do Norte,-19.14455,-40.62213,BR
São Domingos,-13.39833,-46.31833,BR
São Domingos,-10.79139,-37.56778,BR
São Desidério,-12.36333,-44.97333,BR
São Cristóvão,-11.01472,-37.20639,BR
São Carlos do Ivaí,-23.31528,-52.47583,BR
São Carlos,-27.0775,-53.00389,BR
São Carlos,-22.0175,-47.89083,BR
São Caetano do Sul,-23.62306,-46.55111,BR
São Brás do Suaçuí,-20.625,-43.94917,BR
São Brás,-10.12778,-36.90056,BR
São Borja,-28.66056,-56.00444,BR
São Bonifácio,-27.90139,-48.92917,BR
São Bernardo do Campo,-23.69389,-46.565,BR
São Bento do Sul,-26.25028,-49.37861,BR
São Bento do Sapucaí,-22.68889,-45.73083,BR
Santos Dumont,-21.45667,-43.5525,BR
Santos,-23.96083,-46.33361,BR
Santo Inácio,-22.69778,-51.79389,BR
Santo Hipólito,-18.29694,-44.22306,BR
Santo Expedito,-21.85056,-51.39222,BR
Santo Estêvão,-12.43028,-39.25139,BR
Santo Cristo,-27.82389,-54.66278,BR
Santo Augusto,-27.85083,-53.77722,BR
Santo Antônio do Sudoeste,-26.07361,-53.72528,BR
Santo Antônio do Rio Abaixo,-19.22833,-43.25389,BR
Santo Antônio do Pinhal,-22.82722,-45.6625,BR
Santo Antônio do Paraíso,-23.49361,-50.64556,BR
Santo Antônio do Monte,-20.08722,-45.29361,BR
Santo Antônio do Leverger,-15.86556,-56.07667,BR
Santo Antônio do Jardim,-22.11505,-46.68357,BR
Santo Antônio do Jacinto,-16.53389,-40.17583,BR
Santo Antônio do Itambé,-18.46583,-43.30667,BR
Santo Antônio do Grama,-20.31444,-42.60861,BR
Santo Antônio do Caiuá,-22.73472,-52.34222,BR
Santo Antônio do Amparo,-20.94639,-44.91889,BR
Santo Antônio de Posse,-22.60611,-46.91944,BR
Santo Antônio de Pádua,-21.53944,-42.18028,BR
Santo Antônio de Jesus,-12.96889,-39.26139,BR
Santo Antônio da Platina,-23.295,-50.07722,BR
Santo Antônio da Alegria,-21.08694,-47.15111,BR
Santo Antônio da Patrulha,-29.8175,-50.51972,BR
Santo Ângelo,-28.29917,-54.26306,BR
Santo André,-23.66389,-46.53833,BR
Santo Amaro das Brotas,-10.78889,-37.05444,BR
Santo Amaro da Imperatriz,-27.68806,-48.77861,BR
Santo Amaro,-23.64542,-46.70394,BR
Santo Amaro,-12.54667,-38.71194,BR
Santiago,-29.19167,-54.86722,BR
Santa Vitória do Palmar,-33.51889,-53.36806,BR
Santa Vitória,-18.83861,-50.12139,BR
Santa Terezinha,-12.77194,-39.52333,BR
Santa Terezinha,-10.47059,-50.51359,BR
Santa Tereza,-29.16889,-51.73528,BR
Santa Tereza do Oeste,-25.05312,-53.61712,BR
Santa Teresa,-19.93556,-40.60028,BR
Santa Tereza de Goiás,-13.71786,-49.01617,BR
Santa Rosa de Viterbo,-21.47278,-47.36306,BR
Santa Rosa de Lima,-10.64639,-37.19389,BR
Santa Rosa,-27.87083,-54.48139,BR
Nova Santa Rosa,-24.46712,-53.95425,BR
Santa Rosa do Tocantins,-11.44889,-48.12056,BR
Santa Rita do Sapucaí,-22.25222,-45.70333,BR
Ritápolis,-21.02563,-44.32373,BR
Santa Rita do Passa Quatro,-21.71028,-47.47806,BR
Santa Rita do Itueto,-19.35972,-41.38,BR
Santa Rita d'Oeste,-20.14361,-50.83,BR
Santa Rita do Araguaia,-17.32556,-53.20528,BR
Santa Rita de Jacutinga,-22.14944,-44.095,BR
Santa Rita de Caldas,-22.02861,-46.33667,BR
Nova Santa Rita,-29.8522,-51.27696,BR
Santa Rita de Minas,-19.87432,-42.13221,BR
Santanópolis,-12.02494,-38.8657,BR
Santana dos Montes,-20.78778,-43.69167,BR
Santana do Paraíso,-19.36361,-42.56861,BR
Santana do Manhuaçu,-20.1075,-41.92528,BR
Sant'Ana do Livramento,-30.89083,-55.53278,BR
Santana do Jacaré,-20.89778,-45.13083,BR
Santana do Itararé,-23.755,-49.62917,BR
Santana do Garambéu,-21.60139,-44.10444,BR
Santana do Deserto,-21.95,-43.16639,BR
Santana de Pirapama,-19.00611,-44.04306,BR
Santana de Parnaíba,-23.44417,-46.91778,BR
Santana de Cataguases,-21.28722,-42.55722,BR
Santana da Vargem,-21.24917,-45.50667,BR
Santana da Ponte Pensa,-20.25306,-50.79722,BR
Santana da Boa Vista,-30.87194,-53.11528,BR
Santana,-14.46667,-41.8,BR
Santana,-12.98333,-44.05111,BR
Santa Mercedes,-21.35083,-51.75528,BR
Santa Mariana,-23.15083,-50.51861,BR
Santa Maria Madalena,-21.95528,-42.00806,BR
Santa Maria do Suaçuí,-18.19028,-42.41417,BR
Santa Maria do Salto,-16.24889,-40.14944,BR
Santa Maria do Herval,-29.49806,-50.99278,BR
Santa Maria de Itabira,-19.44944,-43.1125,BR
Santa Maria da Vitória,-13.38814,-44.19868,BR
Santa Maria da Serra,-22.56722,-48.16056,BR
Santa Maria,-29.68417,-53.80694,BR
Santa Margarida,-20.38389,-42.25056,BR
Santa Luzia do Itanhy,-11.35525,-37.44943,BR
Santa Luzia,-19.76972,-43.85139,BR
Santaluz,-11.25583,-39.37472,BR
Santa Lúcia,-21.685,-48.08417,BR
Santa Leopoldina,-20.10056,-40.52972,BR
Santa Juliana,-19.30861,-47.52528,BR
Santa Isabel do Ivaí,-23.00278,-53.19667,BR
Santa Isabel,-23.31556,-46.22139,BR
Santa Inês,-22.6375,-51.9025,BR
Santa Inês,-13.29222,-39.81889,BR
Santa Helena de Goiás,-17.81361,-50.59694,BR
Santa Helena,-24.86028,-54.33278,BR
Santa Gertrudes,-22.45667,-47.53028,BR
Santa Fé do Sul,-20.21111,-50.92583,BR
Santa Fé,-23.0375,-51.80528,BR
Santa Ernestina,-21.46278,-48.39083,BR
Santa Efigênia de Minas,-18.82507,-42.43846,BR
Santa Cruz do Sul,-29.7175,-52.42583,BR
Santa Cruz do Rio Pardo,-22.89889,-49.6325,BR
Santa Cruz de Monte Castelo,-22.95333,-53.29722,BR
Santa Cruz do Escalvado,-20.23611,-42.81389,BR
Santa Cruz de Salinas,-16.09833,-41.74639,BR
Santa Cruz de Goiás,-17.31583,-48.48167,BR
Santa Cruz da Vitória,-14.96111,-39.81167,BR
Santa Cruz das Palmeiras,-21.82694,-47.24861,BR
Santa Cruz da Conceição,-22.14028,-47.45194,BR
Santa Cruz Cabrália,-16.27806,-39.02472,BR
Santa Clara do Sul,-29.46889,-52.0875,BR
Santa Clara d'Oeste,-20.09389,-50.92639,BR
Santa Cecília do Pavão,-23.51722,-50.78361,BR
Santa Cecília do Sul,-28.16111,-51.93111,BR
Santa Cecília,-26.96083,-50.42694,BR
Santa Branca,-23.39667,-45.88389,BR
Santa Bárbara do Sul,-28.35833,-53.24722,BR
Santa Bárbara do Monte Verde,-21.95917,-43.70222,BR
Santa Bárbara d'Oeste,-22.75361,-47.41361,BR
Santa Bárbara do Leste,-19.9778,-42.14261,BR
Santa Bárbara,-19.95944,-43.41528,BR
Engenheiro Caldas,-19.20008,-42.04726,BR
Santa Bárbara de Goiás,-16.57762,-49.69759,BR
Santa Amélia,-23.26583,-50.42417,BR
Santa Albertina,-20.03194,-50.72778,BR
Santa Adélia,-21.24278,-48.80417,BR
Sangão,-28.63778,-49.12917,BR
Sandovalina,-22.45611,-51.76306,BR
Sananduva,-27.94972,-51.80667,BR
Salvador,-12.97563,-38.49096,BR
Salto Grande,-22.89278,-49.98556,BR
Salto do Itararé,-23.60139,-49.62583,BR
Salto de Pirapora,-23.64889,-47.57333,BR
Salto da Divisa,-16.00278,-39.94694,BR
Salto Veloso,-26.90655,-51.40626,BR
Salto,-23.20083,-47.28694,BR
Saltinho,-22.84667,-47.67694,BR
Salmourão,-21.62417,-50.86056,BR
Salinas da Margarida,-12.87111,-38.76444,BR
Salinas,-16.17028,-42.29028,BR
Senador Salgado Filho,-28.02653,-54.54411,BR
Salgado Filho,-26.17028,-53.36139,BR
Salgado,-11.03194,-37.475,BR
Salesópolis,-23.52909,-45.84904,BR
Sales Oliveira,-20.77194,-47.83806,BR
Sales,-21.34194,-49.49871,BR
Saldanha Marinho,-28.39333,-53.09472,BR
Sagres,-21.88361,-50.95611,BR
Sacramento,-19.86528,-47.44,BR
Sabinópolis,-18.66611,-43.08389,BR
Sabino,-21.45972,-49.57833,BR
Sabáudia,-23.3175,-51.5525,BR
Sabará,-19.88639,-43.80667,BR
Ruy Barbosa,-12.28389,-40.49389,BR
Rubinéia,-20.17944,-51.00222,BR
Rubim,-16.37472,-40.5375,BR
Rubiataba,-15.16444,-49.80333,BR
Rubiácea,-21.30056,-50.72667,BR
Rubelita,-16.4075,-42.2625,BR
Roseira,-22.89806,-45.30528,BR
Rosário Oeste,-14.83611,-56.4275,BR
Rosário do Sul,-30.25833,-54.91417,BR
Rosário do Catete,-10.69611,-37.03056,BR
Rosário da Limeira,-20.97889,-42.51194,BR
Roque Gonzales,-28.13139,-55.02556,BR
Rondonópolis,-16.47083,-54.63556,BR
Rondon,-23.41083,-52.76139,BR
Rondinha,-27.82806,-52.90972,BR
Ronda Alta,-27.76667,-52.80194,BR
Roncador,-24.59618,-52.27445,BR
Romelândia,-26.67611,-53.31444,BR
Romaria,-18.8825,-47.58556,BR
Rolante,-29.65056,-50.57583,BR
Rolândia,-23.30972,-51.36917,BR
Rolador,-28.25667,-54.81611,BR
Rodeiro,-21.2,-42.865,BR
Rodeio Bonito,-27.47056,-53.16889,BR
Rodeio,-26.92278,-49.36639,BR
Rochedo de Minas,-21.62972,-43.01972,BR
Rochedo,-19.95306,-54.8925,BR
Roca Sales,-29.28417,-51.8675,BR
Riozinho,-29.64111,-50.4525,BR
Rio Vermelho,-18.29361,-43.00917,BR
Rio Verde de Mato Grosso,-18.91806,-54.84417,BR
Rio Verde,-17.79806,-50.92806,BR
Rio Tavares,-27.64529,-48.47486,BR
Rio Rufino,-27.86056,-49.77917,BR
Rio Real,-11.48472,-37.93278,BR
Rio Preto,-22.08917,-43.82778,BR
Rio Pomba,-21.27472,-43.17917,BR
Rio Piracicaba,-19.92917,-43.17417,BR
Rio Pardo de Minas,-15.60972,-42.53972,BR
Rio Pardo,-29.98972,-52.37806,BR
Rio Paranaíba,-19.19361,-46.24722,BR
Rio Novo do Sul,-20.8625,-40.93639,BR
Rio Novo,-21.47703,-43.12589,BR
Rio Negro,-26.10583,-49.7975,BR
Rio Negro,-19.44944,-54.98694,BR
Rio Negrinho,-26.25444,-49.51833,BR
Rio Manso,-20.26528,-44.30778,BR
Riolândia,-19.98083,-49.68194,BR
Rio Grande da Serra,-23.74417,-46.39833,BR
Rio Grande,-32.035,-52.09861,BR
Rio Fortuna,-28.13111,-49.10528,BR
Rio Espera,-20.85528,-43.47444,BR
Rio do Sul,-27.21417,-49.64306,BR
Rio dos Índios,-27.30028,-52.84083,BR
Rio dos Cedros,-26.73833,-49.27417,BR
Rio do Prado,-16.60833,-40.56972,BR
Rio do Pires,-13.12778,-42.29194,BR
Rio do Oeste,-27.1925,-49.79667,BR
Rio Doce,-20.24472,-42.89583,BR
Rio do Campo,-26.94889,-50.14139,BR
Rio do Antônio,-14.41139,-42.07556,BR
Rio de Janeiro,-22.90642,-43.18223,BR
Rio de Contas,-13.5853,-41.81624,BR
Rio das Pedras,-22.84333,-47.60611,BR
Rio das Ostras,-22.52694,-41.945,BR
Rio das Flores,-22.1675,-43.58556,BR
Rio das Antas,-26.89861,-51.07444,BR
Wenceslau Guimarães,-13.686,-39.47803,BR
Rio Claro,-22.72306,-44.13556,BR
Rio Claro,-22.41139,-47.56139,BR
Rio Casca,-20.22611,-42.65083,BR
Rio Brilhante,-21.80194,-54.54639,BR
Rio Branco do Sul,-25.19,-49.31417,BR
Rio Bonito do Iguaçu,-25.49116,-52.52616,BR
Rio Bonito,-22.70861,-42.60972,BR
Rio Bom,-23.76222,-51.41056,BR
Rio Bananal,-19.265,-40.33333,BR
Rio Azul,-25.73278,-50.79639,BR
Rio Acima,-20.0875,-43.78944,BR
Rinópolis,-21.72583,-50.72222,BR
Novo Cabrais,-29.7353,-52.95021,BR
Rincão,-21.58694,-48.07083,BR
Rifaina,-20.08056,-47.42139,BR
Ribeirópolis,-10.53944,-37.41667,BR
Ribeira do Amparo,-11.04722,-38.43333,BR
Riversul,-23.82856,-49.4332,BR
Ribeirão Vermelho,-21.19056,-45.06194,BR
Ribeirão Preto,-21.1775,-47.81028,BR
Ribeirão Pires,-23.71056,-46.41333,BR
Salete,-26.97904,-50.00518,BR
Ribeirão dos Índios,-21.83807,-51.602,BR
Ribeirão do Pinhal,-23.4075,-50.35667,BR
Ribeirão das Neves,-19.76694,-44.08667,BR
Ribeirão da Ilha,-27.69934,-48.53219,BR
Ribeirão Corrente,-20.45694,-47.59028,BR
Ribeirão Claro,-23.19417,-49.75806,BR
Ribeirão Branco,-24.22083,-48.76556,BR
Ribeirão Bonito,-22.06667,-48.17611,BR
Ribeira do Pombal,-10.83444,-38.53583,BR
Ribeira,-24.65694,-49.00889,BR
Ribas do Rio Pardo,-20.44306,-53.75917,BR
Rianápolis,-15.44694,-49.51,BR
Rialma,-15.315,-49.58444,BR
Riachuelo,-10.72833,-37.18722,BR
Santana do Riacho,-19.169,-43.71387,BR
Riacho Frio,-10.12528,-44.9525,BR
Riacho dos Machados,-16.00611,-43.04944,BR
Riacho de Santana,-13.60917,-42.93889,BR
Riachão do Jacuípe,-11.80694,-39.38556,BR
Riachão do Dantas,-11.06889,-37.725,BR
Riachão das Neves,-11.74611,-44.91,BR
Retirolândia,-11.495,-39.42556,BR
Turvolândia,-21.87603,-45.78747,BR
Santo Antônio do Retiro,-15.34276,-42.62226,BR
Restinga Sêca,-29.81333,-53.375,BR
Restinga,-20.60333,-47.48278,BR
Ressaquinha,-21.0625,-43.76278,BR
Resplendor,-19.32556,-41.25528,BR
Reserva do Iguaçu,-25.83683,-52.02742,BR
Reserva,-24.65028,-50.85056,BR
Resende Costa,-20.92222,-44.2375,BR
Resende,-22.46889,-44.44667,BR
Renascença,-26.15806,-52.96889,BR
Relvado,-29.11139,-52.07167,BR
Registro,-24.4875,-47.84361,BR
Reginópolis,-21.88806,-49.22528,BR
Regente Feijó,-22.22139,-51.30278,BR
Reduto,-20.21889,-41.9825,BR
Redentora,-27.66444,-53.63778,BR
Redenção da Serra,-23.28224,-45.53344,BR
Recreio,-21.525,-42.46917,BR
Rebouças,-25.62056,-50.69278,BR
Realeza,-25.76889,-53.5325,BR
Raul Soares,-20.10194,-42.4525,BR
Raposos,-19.96722,-43.80417,BR
Rancho Queimado,-27.6725,-49.02167,BR
Rancho Alegre,-23.07,-50.91306,BR
Rancharia,-22.22917,-50.89306,BR
Nova Ramada,-28.06598,-53.69692,BR
Rafard,-23.01167,-47.52694,BR
Quissamã,-22.10667,-41.47222,BR
Quirinópolis,-18.44833,-50.45167,BR
Quinze de Novembro,-28.74833,-53.09361,BR
Quintana,-22.0725,-50.3075,BR
Quinta do Sol,-23.85222,-52.12972,BR
Quilombo,-26.72611,-52.72056,BR
Quijingue,-10.7525,-39.20917,BR
Quevedos,-29.3525,-54.07167,BR
Querência do Norte,-23.08361,-53.48444,BR
Queluzito,-20.74,-43.88444,BR
Queluz,-22.53857,-44.77393,BR
Queiroz,-21.79889,-50.24028,BR
Queimados,-22.71611,-43.55528,BR
Queimadas,-10.97833,-39.62639,BR
Marmelópolis,-22.44934,-45.165,BR
Quatro Pontes,-24.575,-53.97694,BR
Quatro Irmãos,-27.82833,-52.41417,BR
Quatro Barras,-25.36556,-49.07694,BR
Quatis,-22.40722,-44.25806,BR
Quatiguá,-23.56722,-49.91361,BR
Quatá,-22.2475,-50.69833,BR
Quartel Geral,-19.27361,-45.55722,BR
Quaraí,-30.3875,-56.45139,BR
Quadra,-23.29944,-48.05472,BR
Putinga,-29.00194,-52.15417,BR
Prudentópolis,-25.21306,-50.97778,BR
Prudente de Morais,-19.48194,-44.155,BR
Protásio Alves,-28.75722,-51.47278,BR
Propriá,-10.21111,-36.84028,BR
Promissão,-21.53667,-49.85806,BR
Progresso,-29.24417,-52.31222,BR
Primeiro de Maio,-22.85056,-51.02833,BR
Primavera do Leste,-15.55158,-54.30173,BR
Presidente Venceslau,-21.87611,-51.84389,BR
Alto Jequitibá,-20.42766,-41.96459,BR
Presidente Prudente,-22.12556,-51.38889,BR
Presidente Olegário,-18.41778,-46.41806,BR
Presidente Getúlio,-27.05056,-49.62278,BR
Presidente Epitácio,-21.76333,-52.11556,BR
Presidente Bernardes,-22.00611,-51.55306,BR
Presidente Bernardes,-20.76861,-43.1875,BR
Presidente Alves,-22.1,-49.43806,BR
Pratinha,-19.75111,-46.37806,BR
Pratápolis,-20.74472,-46.86083,BR
Pratânia,-22.80833,-48.66611,BR
Prata,-19.30722,-48.92417,BR
São Martinho,-28.16472,-48.97944,BR
Praia Grande,-29.19667,-49.95028,BR
Praia Grande,-24.00583,-46.40278,BR
Prados,-21.0575,-44.07972,BR
Pradópolis,-21.35944,-48.06556,BR
Prado,-17.34111,-39.22083,BR
Pracinha,-21.85111,-51.08667,BR
Poxoréu,-15.83722,-54.38917,BR
Pouso Redondo,-27.25806,-49.93389,BR
Pouso Novo,-29.17083,-52.2075,BR
Pouso Alto,-22.19361,-44.9725,BR
Pouso Alegre,-22.23,-45.93639,BR
Potirendaba,-21.04278,-49.37722,BR
Potiraguá,-15.59472,-39.87667,BR
Poté,-17.80667,-41.78639,BR
Posse,-14.09306,-46.36944,BR
Porto Xavier,-27.90556,-55.1375,BR
Porto Vitória,-26.16111,-51.23167,BR
Porto União,-26.23806,-51.07833,BR
Porto Seguro,-16.44972,-39.06472,BR
Porto Rico,-22.77222,-53.26694,BR
Porto Real do Colégio,-10.18583,-36.84,BR
Porto Real,-22.41972,-44.29028,BR
Porto Nacional,-10.70806,-48.41722,BR
Porto Murtinho,-21.69889,-57.8825,BR
Porto Mauá,-27.57528,-54.66806,BR
Porto Lucena,-27.85611,-55.01639,BR
Porto Firme,-20.67333,-43.08444,BR
Porto Ferreira,-21.85389,-47.47917,BR
Porto Feliz,-23.21472,-47.52389,BR
Euclides da Cunha Paulista,-22.5572,-52.58972,BR
Porto Estrela,-15.32444,-57.2275,BR
Porto Esperidião,-15.85278,-58.46028,BR
Porto dos Gaúchos,-11.53528,-57.41444,BR
Porto Belo,-27.15778,-48.55306,BR
Pôrto Barra do Ivinheima,-22.96667,-53.66667,BR
Angélica,-22.15988,-53.77217,BR
Porto Amazonas,-25.54472,-49.89028,BR
Porto Alegre,-30.03283,-51.23019,BR
Porteirinha,-15.74333,-43.02833,BR
Portão,-29.70167,-51.24194,BR
Porecatu,-22.75583,-51.37917,BR
Porciúncula,-20.96278,-42.04083,BR
Porangatu,-13.44083,-49.14861,BR
Porangaba,-23.17583,-48.125,BR
Populina,-19.93278,-50.5375,BR
Ponto Novo,-10.86278,-40.13361,BR
Pontes Gestal,-20.16667,-49.70333,BR
Ponte Serrada,-26.87167,-52.01583,BR
Pontes e Lacerda,-15.22611,-59.33528,BR
Ponte Nova,-20.41639,-42.90861,BR
Presidente Juscelino,-18.63884,-44.06045,BR
Ribeirãozinho,-16.48907,-52.6943,BR
Ponte Alta do Norte,-27.15833,-50.46444,BR
Ponte Alta do Tocantins,-10.74389,-47.53611,BR
Ponte Alta do Bom Jesus,-12.09083,-46.47917,BR
Ponte Alta,-27.48417,-50.38028,BR
Ponta Porã,-22.53611,-55.72556,BR
Pontalinda,-20.44083,-50.52333,BR
Pontalina,-17.525,-49.44722,BR
Pontal,-21.0225,-48.03722,BR
Ponta Grossa,-25.095,-50.16194,BR
Pongaí,-21.73639,-49.36667,BR
Pompéu,-19.22444,-44.93528,BR
Pompéu,-19.22446,-44.99804,BR
Pompéia,-22.10861,-50.17167,BR
Pomerode,-26.74056,-49.17694,BR
Poloni,-20.78528,-49.82361,BR
Pojuca,-12.43056,-38.32778,BR
Pocrane,-19.61972,-41.63694,BR
Poço Verde,-10.70833,-38.18333,BR
Poços de Caldas,-21.78778,-46.56139,BR
